"hash","name","signature","note"
"004B0D40","QHash_ValueSet","void QHash_ValueSet(int* table, char* key, int value)","Sets a value in a QHash hash-table (8-byte thunk into the hash engine at 0x4B0D90 family). Pass the table ptr, key string and integer value. Restored after accidental loss during batch rewrite - address pass1-verified."
"004B0DB0","QHash_ValueGet","int QHash_ValueGet(int* table, char* key)","Gets a value from a QHash hash-table (6-byte getter thunk). Pass table ptr + key string, RETURNS the stored integer. Restored after accidental loss - address pass1-verified."
"00415020","DEBUG_KEYSENABLEINVALID","void DEBUG_KEYSENABLEINVALID()","TOMBSTONE - DO NOT INVOKE. The retail debug-keys native address is UNKNOWN. The old value 0x0041502 lies outside .text (0x401000-0x532510) and would crash on invoke; no verified replacement found in igi.exe (unknown > fabricated per RE.md). This entry exists only so JSON consumers see the warning instead of silently missing the key."
"004B1AC0","QScript_Cleanup","void QScript_Cleanup(int* script)","Cleans up/frees a parsed .qsc script structure (pass1: 5 calls, valid exit). Param: script = pointer to the loaded script object. Call when done with a script loaded via the Qvm/Qsc loaders to release its memory."
"004828D0","Human_FindNextCamera","void Human_FindNextCamera(void* human)","Debug camera cycler: advances to the next camera/view target attached to the human player (decompiled body polls input keys). Param: human = human-player pointer. Pass1-verified function start; restored - it existed only in the Natives.hpp enum and was never serialized to JSON."
"004F4B00","CutScene_TaskCreate","void* CutScene_TaskCreate(void)","CREATES the CutScene task during level load: allocates 632-byte ""CutScene"" object via class factory 0x401900, attaches vtable 0x4F4EE0 + update cb 0x4F51D0, registers TASKTYPE_CUTSCENE (@0x4F4EB8). TO DELETE CUTSCENES: early-return from this function so no CutScene task is ever instantiated - flow continues without them. Verified: prologue sub esp,0x278; string refs ""1721_01_1"",""CutScene""; corroborated by IGI-MP plugin."
"004F51D0","CutScene_TaskUpdate","int CutScene_TaskUpdate(void* cutsceneTask)","Per-frame UPDATE of the running CutScene task. Alternative cutscene-kill point: force an immediate completion return here and any created cutscene ends on frame one. Verified: referenced as update cb inside CutScene_TaskCreate 0x4F4B00."
"004109A0","Human_RunUpdate","void Human_RunUpdate(void* human)","Main HUMAN PLAYER RUN/MOVEMENT UPDATE - large handler; reads human struct field +0x2EC (lea edi,[esi+0x2ec], matching the documented param-ptr slot) and drives movement state. Hooked by IGI-MP as HumanPlayer_RunUpdate."
"00412440","Human_DamageApply","void Human_DamageApply(void* human)","Applies DAMAGE/knockback to the human player: reads enable flag byte +0xCF6 and patrol sub-struct +0x254 of the human struct. IGI-MP disables bullet knockback here. Prologue-verified."
"00478900","Weapon_FireUpdate","void Weapon_FireUpdate(void* weaponCtx, int* state)","Weapon FIRE update - processes firing state using config byte 0x5407B9 and weapon-table entry ([ctx+0x14] -> +0x1C). Param state is read, passed by address to the selected weapon callback, and used to update weaponCtx+0xEC. Ghidra and r2 agree on two cdecl stack arguments; the registration site pushes this callback before the following registrar call."
"004779E0","Weapon_FlameUpdate","void Weapon_FlameUpdate(void* weaponCtx, int* state)","FLAME-weapon effect update: resolves effect object via [ctx+0x14]+0x20 then updates through 0x477C10. Param state is read, passed by address to the selected effect callback, and used to update weaponCtx+0xEC. Ghidra and r2 agree on two cdecl stack arguments."
"00479990","Weapon_ReloadStart","void Weapon_ReloadStart(void* soldierCtx)","Starts weapon RELOAD: uses soldier object ref +0x4C4 with spawner 0x4F2060 (arg 0x4C3). IGI-MP hooks this as reloadhook."
"00477040","Throwable_Create","void Throwable_Create(void)","Creates a GRENADE/THROWABLE projectile: checks+registers it in the hash table via QHash_ValueGet(0x4B0DB0)/QHash_ValueSet(0x4B0D40). IGI-MP hooks for network throwable sync."
"00476040","Mine_ProximityCreate","void Mine_ProximityCreate(void)","Creates a PROXIMITY MINE entity: initializes hash state via QHash_Init(0x4B0D60), reads mine id word 0x5BE3A0. IGI-MP hooks for network mine sync."
"004D9870","Camera_SubmitFrame","void Camera_SubmitFrame(void* camCtx)","Submits/presents the camera frame: increments frame counters at camCtx+0x50 against limit at +0x4C. IGI-MP hooks this as Camera_Submit for the lobby camera."
"00402870","Frames_Get","int Frames_Get(void)","Returns the configured game frame limit from the global context field +0x3C written by Frames_Set. Menu_Manager stores this value as its frame-rate limit."
"00402880","Game_GetContext","void* Game_GetContext(void)","Returns the global IGI game-context pointer at DAT_00567C8C. Retail callers use it to dispatch context callbacks and initialize the main game state."
"00402890","Game_GetScriptContext","void* Game_GetScriptContext(void)","Returns *(void**)(Game_GetContext()+0x20), the script/task context initialized during game setup. Level_Start passes it through the script-data wrapper; the main-menu path pushes its return value as Menu_Manager's first argument."
"004028A0","Flow_SetState","void Flow_SetState(int stateId)","Stores a pending flow state in game-context field +0x2C. The main loop consumes it, copies it to +0x28, clears the pending field, and dispatches state IDs 1 through 8. Flow_RequestEvent reaches this setter after converting its event ID."
"004028B0","Frames_GetUpdateCounter","int Frames_GetUpdateCounter(void)","Returns the update-loop counter at game-context field +0x34. Frames_Set resets it and the retail main loop increments it once per simulation/update pass; gameplay timeout code compares against this value."
"004028C0","Frames_GetTaskCounter","int Frames_GetTaskCounter(void)","Returns the second task/processing counter at game-context field +0x38. Frames_Set resets it and the retail main loop increments it during the second processing pass."
"004028D0","Game_TimingBegin","void Game_TimingBegin(void)","Begins a nested timing interval: starts the retail timer when the timing depth is zero, then increments the depth counter. Level_Start and Game_Restart bracket their load work with this helper and Game_TimingEnd."
"004028F0","Game_TimingEnd","void Game_TimingEnd(void)","Ends a nested timing interval: decrements the depth counter and, at zero, adds elapsed timer ticks to game-context field +0x50 and clears the interval start timestamp."
"004D97F0","Qtask_SetCallbackData","void Qtask_SetCallbackData(void* task, unsigned int callbackData)","Stores the raw 32-bit callback payload at task+0x48. Qtask_UpdateList (0x004D27F0) retrieves this field and passes it as the second argument to each registered per-task-type callback. Ghidra/r2: exact 0x004D97F0-0x004D97FB boundary, 1 basic block, 0 CFG edges, cdecl 2-argument store."
"004D9800","Qtask_GetCallbackData","unsigned int Qtask_GetCallbackData(void* task)","Returns the raw 32-bit callback payload from task+0x48. Qtask_UpdateList (0x004D27F0) calls it immediately before invoking both callback tables. Ghidra/r2: exact 0x004D9800-0x004D9807 boundary, 1 basic block, 0 CFG edges, cdecl 1-argument load."
"004D9810","Qtask_Initialize","void Qtask_Initialize(void)","Initializes the Qtask runtime: allocates an event slot through FUN_004017C0(0), creates the 0x100-entry Qtask list through FUN_004C1800(0x100), and stores the event/list globals at 0x00548644 and 0x00A54690. Called by the subsystem startup at 0x00531DD0. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument function."
"004D9830","Qtask_Shutdown","void Qtask_Shutdown(void)","Shuts down the Qtask runtime: releases the event slot at 0x00548644 through FUN_004018C0 and releases the list at 0x00A54690 through FUN_004C1830. Called by the subsystem shutdown at 0x00531DF0. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument function."
"004D9850","Qtask_GetEventId","unsigned char Qtask_GetEventId(void)","Returns the Qtask event-slot byte stored at 0x00548644. The result selects the first dimension of the task callback table at 0x00A96AE0. Ghidra/r2: exact 0x004D9850-0x004D9855 boundary, 1 basic block, 0 CFG edges, cdecl no-argument byte getter. At the Gun/GunFlame registration sites, any callback pushed before this call belongs to the following FUN_00401400 registrar call; it is not an argument to this getter."
"004D9860","Qtask_GetList","void* Qtask_GetList(void)","Returns the Qtask list allocated by Qtask_Initialize at 0x00A54690. Retail callers read the first dword as the current count and walk entries from list+0x08, using each entry's +0x1C task-type field. Ghidra/r2: exact 0x004D9860-0x004D9865 boundary, 1 basic block, 0 CFG edges, cdecl no-argument pointer getter."
"004D9950","Camera_ResetFrameCounters","void Camera_ResetFrameCounters(void* camCtx)","Resets the camera frame-selection fields camCtx+0x4C to -1 and camCtx+0x50 to 0. Camera_SubmitFrame (0x004D9870) increments and consumes these same fields; Level_Start calls this reset on the global camera context. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl 1-argument store."
"004D9A00","MagicObj_Initialize","void MagicObj_Initialize(void)","Initializes the MagicObj task subsystem. The function contains the retail strings MagicObj and TASKTYPE_MAGICOBJ, creates the 0x138-byte type, allocates its task/event IDs, registers update/delete/render handlers, and calls TaskType_Set. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument function."
"004D9F60","MagicObj_Shutdown","void MagicObj_Shutdown(void)","Shuts down MagicObj: releases the registered type ID and both event slots allocated by MagicObj_Initialize, then restores their sentinel values. Called by the matching subsystem teardown at 0x005315B0. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument function."
"004D9FA0","MagicObj_GetTypeId","unsigned short MagicObj_GetTypeId(void)","Returns the 16-bit MagicObj task-type ID stored at 0x00548648, allocated by MagicObj_Initialize and reset by MagicObj_Shutdown. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument getter."
"004D9FB0","MagicObj_GetEventId","unsigned char MagicObj_GetEventId(void)","Returns the MagicObj event-slot byte stored at 0x0054864A, allocated by MagicObj_Initialize and released by MagicObj_Shutdown. Ghidra/r2: exact boundary, 1 basic block, 0 CFG edges, cdecl no-argument getter."
